backend,variant,bytes,iterations,key,calls_mean,seconds_mean,pct_time_mean,calls_per_iter,usec_per_iter,usec_per_call,calls_per_byte,usec_per_byte
tb_cpu,baseline,5000000,100,file_io,25.0,0.0,0.0,0.25,0.0,0.0,5e-06,0.0
tb_cpu,baseline,5000000,100,memory,30.0,5.2e-05,68.42,0.3,0.52,1.7333333333333334,6e-06,1.04e-05
tb_cpu,baseline,5000000,100,other,20.0,1.9999999999999998e-05,26.319999999999997,0.2,0.2,1.0,4e-06,4e-06
tb_cpu,baseline,5000000,100,sync,1.0,4e-06,5.26,0.01,0.04,4.0,2e-07,8e-07
tb_cpu,baseline,5000000,5000,file_io,25.0,0.00016,22.919999999999998,0.005,0.032,6.4,5e-06,3.2e-05
tb_cpu,baseline,5000000,5000,memory,30.0,0.00020099999999999998,28.79,0.006,0.04019999999999999,6.699999999999999,6e-06,4.0199999999999995e-05
tb_cpu,baseline,5000000,5000,other,20.0,0.00033699999999999995,48.279999999999994,0.004,0.06739999999999999,16.849999999999998,4e-06,6.739999999999998e-05
tb_cpu,baseline,5000000,5000,sync,1.0,0.0,0.0,0.0002,0.0,0.0,2e-07,0.0
tb_cpu,baseline,5000000,10000,file_io,25.0,0.0,0.0,0.0025,0.0,0.0,5e-06,0.0
tb_cpu,baseline,5000000,10000,memory,30.0,0.0,0.0,0.003,0.0,0.0,6e-06,0.0
tb_cpu,baseline,5000000,10000,other,20.0,0.0,0.0,0.002,0.0,0.0,4e-06,0.0
tb_cpu,baseline,5000000,10000,sync,1.0,0.0,0.0,0.0001,0.0,0.0,2e-07,0.0
tb_cpu,baseline,5000000,50000,file_io,25.0,0.0,0.0,0.0005,0.0,0.0,5e-06,0.0
tb_cpu,baseline,5000000,50000,memory,30.0,0.0,0.0,0.0006,0.0,0.0,6e-06,0.0
tb_cpu,baseline,5000000,50000,other,20.0,0.0,0.0,0.0004,0.0,0.0,4e-06,0.0
tb_cpu,baseline,5000000,50000,sync,1.0,0.0,0.0,2e-05,0.0,0.0,2e-07,0.0
tb_cpu,baseline,5000000,100000,file_io,25.0,1.3e-05,3.3200000000000003,0.00025,0.00013,0.52,5e-06,2.6e-06
tb_cpu,baseline,5000000,100000,memory,30.0,7.500000000000001e-05,19.18,0.0003,0.00075,2.5,6e-06,1.5e-05
tb_cpu,baseline,5000000,100000,other,20.0,0.000301,76.97000000000004,0.0002,0.00301,15.05,4e-06,6.02e-05
tb_cpu,baseline,5000000,100000,sync,1.0,2e-06,0.51,1e-05,2e-05,2.0,2e-07,4e-07
tb_cpu,baseline,7500000,100,file_io,25.0,0.0,0.0,0.25,0.0,0.0,3.3333333333333333e-06,0.0
tb_cpu,baseline,7500000,100,memory,30.0,5.8e-05,85.30000000000001,0.3,0.58,1.9333333333333333,4e-06,7.733333333333333e-06
tb_cpu,baseline,7500000,100,other,20.0,7e-06,10.29,0.2,0.07,0.35,2.666666666666667e-06,9.333333333333333e-07
tb_cpu,baseline,7500000,100,sync,1.0,3e-06,4.41,0.01,0.03,3.0,1.3333333333333334e-07,4e-07
tb_cpu,baseline,7500000,5000,file_io,25.0,0.000136,33.42,0.005,0.0272,5.44,3.3333333333333333e-06,1.8133333333333335e-05
tb_cpu,baseline,7500000,5000,memory,30.0,0.000197,48.41,0.006,0.0394,6.566666666666666,4e-06,2.6266666666666667e-05
tb_cpu,baseline,7500000,5000,other,20.0,7.000000000000001e-05,17.22,0.004,0.014000000000000002,3.500000000000001,2.666666666666667e-06,9.333333333333336e-06
tb_cpu,baseline,7500000,5000,sync,1.0,4e-06,0.98,0.0002,0.0008,4.0,1.3333333333333334e-07,5.333333333333333e-07
tb_cpu,baseline,7500000,10000,file_io,25.0,0.0001,17.700000000000003,0.0025,0.01,4.0,3.3333333333333333e-06,1.3333333333333333e-05
tb_cpu,baseline,7500000,10000,memory,30.0,9.1e-05,16.099999999999998,0.003,0.0091,3.033333333333333,4e-06,1.2133333333333333e-05
tb_cpu,baseline,7500000,10000,other,20.0,0.00034199999999999996,60.53000000000001,0.002,0.034199999999999994,17.099999999999998,2.666666666666667e-06,4.559999999999999e-05
tb_cpu,baseline,7500000,10000,sync,1.0,3.2e-05,5.66,0.0001,0.0032,32.0,1.3333333333333334e-07,4.266666666666667e-06
tb_cpu,baseline,7500000,50000,file_io,25.0,0.000118,29.799999999999997,0.0005,0.00236,4.72,3.3333333333333333e-06,1.5733333333333334e-05
tb_cpu,baseline,7500000,50000,memory,30.0,0.00019899999999999999,50.25000000000001,0.0006,0.003979999999999999,6.633333333333332,4e-06,2.653333333333333e-05
tb_cpu,baseline,7500000,50000,other,20.0,7.500000000000002e-05,18.960000000000004,0.0004,0.0015000000000000002,3.750000000000001,2.666666666666667e-06,1.0000000000000003e-05
tb_cpu,baseline,7500000,50000,sync,1.0,4e-06,1.01,2e-05,8e-05,4.0,1.3333333333333334e-07,5.333333333333333e-07
tb_cpu,baseline,7500000,100000,file_io,25.0,0.00014600000000000003,20.06,0.00025,0.0014600000000000004,5.840000000000001,3.3333333333333333e-06,1.946666666666667e-05
tb_cpu,baseline,7500000,100000,memory,30.0,0.00021299999999999997,29.259999999999998,0.0003,0.0021299999999999995,7.099999999999999,4e-06,2.8399999999999996e-05
tb_cpu,baseline,7500000,100000,other,20.0,0.00036500000000000004,50.12999999999999,0.0002,0.0036500000000000005,18.250000000000004,2.666666666666667e-06,4.866666666666667e-05
tb_cpu,baseline,7500000,100000,sync,1.0,4e-06,0.55,1e-05,4e-05,4.0,1.3333333333333334e-07,5.333333333333333e-07
tb_cpu,baseline,10000000,100,file_io,25.0,0.000109,27.6,0.25,1.09,4.36,2.5e-06,1.09e-05
tb_cpu,baseline,10000000,100,memory,30.0,0.000218,55.190000000000005,0.3,2.18,7.266666666666667,3e-06,2.18e-05
tb_cpu,baseline,10000000,100,other,20.0,6.400000000000001e-05,16.2,0.2,0.6400000000000001,3.2000000000000006,2e-06,6.400000000000001e-06
tb_cpu,baseline,10000000,100,sync,1.0,4e-06,1.01,0.01,0.04,4.0,1e-07,4e-07
tb_cpu,baseline,10000000,5000,file_io,25.0,2.6e-05,16.990000000000002,0.005,0.0052,1.04,2.5e-06,2.6e-06
tb_cpu,baseline,10000000,5000,memory,30.0,0.0001,65.36,0.006,0.02,3.3333333333333335,3e-06,1e-05
tb_cpu,baseline,10000000,5000,other,20.0,2.2999999999999997e-05,15.020000000000003,0.004,0.004599999999999999,1.15,2e-06,2.2999999999999996e-06
tb_cpu,baseline,10000000,5000,sync,1.0,4e-06,2.61,0.0002,0.0008,4.0,1e-07,4e-07
tb_cpu,baseline,10000000,10000,file_io,25.0,0.000119,30.91,0.0025,0.0119,4.76,2.5e-06,1.19e-05
tb_cpu,baseline,10000000,10000,memory,30.0,0.00021700000000000002,56.37,0.003,0.021700000000000004,7.233333333333334,3e-06,2.1700000000000002e-05
tb_cpu,baseline,10000000,10000,other,20.0,4.4999999999999996e-05,11.699999999999998,0.002,0.0045,2.2499999999999996,2e-06,4.499999999999999e-06
tb_cpu,baseline,10000000,10000,sync,1.0,4e-06,1.04,0.0001,0.0004,4.0,1e-07,4e-07
tb_cpu,baseline,10000000,50000,file_io,25.0,0.0,0.0,0.0005,0.0,0.0,2.5e-06,0.0
tb_cpu,baseline,10000000,50000,memory,30.0,1.6e-05,100.0,0.0006,0.00032,0.5333333333333333,3e-06,1.6e-06
tb_cpu,baseline,10000000,50000,other,20.0,0.0,0.0,0.0004,0.0,0.0,2e-06,0.0
tb_cpu,baseline,10000000,50000,sync,1.0,0.0,0.0,2e-05,0.0,0.0,1e-07,0.0
tb_cpu,baseline,10000000,100000,file_io,25.0,0.000125,30.78,0.00025,0.00125,5.0,2.5e-06,1.25e-05
tb_cpu,baseline,10000000,100000,memory,30.0,0.000217,53.440000000000005,0.0003,0.00217,7.233333333333333,3e-06,2.17e-05
tb_cpu,baseline,10000000,100000,other,20.0,6e-05,14.8,0.0002,0.0006,3.0,2e-06,6e-06
