backend,variant,key,iterations,vary_x1,vary_x2,metric,y1,y2,elasticity
tb_cuda,alloc,other,100000,1000000,2500000,usec_per_iter,0.00030999999999999995,0.0,nan
tb_cuda,alloc,other,100000,2500000,5000000,usec_per_iter,0.0,0.0006500000000000002,nan
tb_cuda,alloc,other,100000,5000000,7500000,usec_per_iter,0.0006500000000000002,0.0,nan
tb_cuda,alloc,other,100000,7500000,10000000,usec_per_iter,0.0,0.0003399999999999999,nan
tb_cuda,alloc,sync,100000,1000000,2500000,usec_per_iter,7e-05,0.0,nan
tb_cuda,alloc,sync,100000,2500000,5000000,usec_per_iter,0.0,8e-05,nan
tb_cuda,alloc,sync,100000,5000000,7500000,usec_per_iter,8e-05,0.0,nan
tb_cuda,alloc,sync,100000,7500000,10000000,usec_per_iter,0.0,8e-05,nan
tb_cuda,baseline,file_io,100,1000000,2500000,usec_per_iter,2.5,0.0,nan
tb_cuda,baseline,file_io,100,2500000,5000000,usec_per_iter,0.0,2.1899999999999995,nan
tb_cuda,baseline,file_io,100,5000000,7500000,usec_per_iter,2.1899999999999995,2.41,0.23608740125825645
tb_cuda,baseline,file_io,100,7500000,10000000,usec_per_iter,2.41,2.8199999999999994,0.5461241853149942
tb_cuda,baseline,memory,100,1000000,2500000,usec_per_iter,3.42,0.0,nan
tb_cuda,baseline,memory,100,2500000,5000000,usec_per_iter,0.0,3.7200000000000006,nan
tb_cuda,baseline,memory,100,5000000,7500000,usec_per_iter,3.7200000000000006,3.0800000000000005,-0.4656234717222779
tb_cuda,baseline,memory,100,7500000,10000000,usec_per_iter,3.0800000000000005,4.579999999999999,1.3791940448674027
tb_cuda,baseline,other,100,1000000,2500000,usec_per_iter,3.17,0.0,nan
tb_cuda,baseline,other,100,2500000,5000000,usec_per_iter,0.0,0.7300000000000001,nan
tb_cuda,baseline,other,100,5000000,7500000,usec_per_iter,0.7300000000000001,3.4100000000000006,3.8016169710068586
tb_cuda,baseline,other,100,7500000,10000000,usec_per_iter,3.4100000000000006,3.59,0.17880819185694552
tb_cuda,baseline,sync,100,1000000,2500000,usec_per_iter,0.0,0.0,nan
tb_cuda,baseline,sync,100,2500000,5000000,usec_per_iter,0.0,0.08,nan
tb_cuda,baseline,sync,100,5000000,7500000,usec_per_iter,0.08,0.0,nan
tb_cuda,baseline,sync,100,7500000,10000000,usec_per_iter,0.0,0.04,nan
tb_cuda,baseline,file_io,5000,1000000,2500000,usec_per_iter,0.0332,0.0308,-0.08189015050871379
tb_cuda,baseline,file_io,5000,2500000,5000000,usec_per_iter,0.0308,0.0486,0.6580259629108792
tb_cuda,baseline,file_io,5000,5000000,7500000,usec_per_iter,0.0486,0.0,nan
tb_cuda,baseline,file_io,5000,7500000,10000000,usec_per_iter,0.0,0.0,nan
tb_cuda,baseline,memory,5000,1000000,2500000,usec_per_iter,0.06799999999999999,0.06299999999999999,-0.08335015964677847
tb_cuda,baseline,memory,5000,2500000,5000000,usec_per_iter,0.06299999999999999,0.0782,0.31181677892007414
tb_cuda,baseline,memory,5000,5000000,7500000,usec_per_iter,0.0782,0.0,nan
tb_cuda,baseline,memory,5000,7500000,10000000,usec_per_iter,0.0,0.0,nan
tb_cuda,baseline,other,5000,1000000,2500000,usec_per_iter,0.0124,0.009,-0.34974913979462346
tb_cuda,baseline,other,5000,2500000,5000000,usec_per_iter,0.009,0.07260000000000001,3.011972641666076
tb_cuda,baseline,other,5000,5000000,7500000,usec_per_iter,0.07260000000000001,0.0,nan
tb_cuda,baseline,other,5000,7500000,10000000,usec_per_iter,0.0,0.0,nan
tb_cuda,baseline,sync,5000,1000000,2500000,usec_per_iter,0.0014,0.0016,0.1457303757197252
tb_cuda,baseline,sync,5000,2500000,5000000,usec_per_iter,0.0016,0.0014,-0.19264507794239602
tb_cuda,baseline,sync,5000,5000000,7500000,usec_per_iter,0.0014,0.0,nan
tb_cuda,baseline,sync,5000,7500000,10000000,usec_per_iter,0.0,0.0,nan
tb_cuda,baseline,file_io,100000,1000000,2500000,usec_per_iter,0.0,0.00248,nan
tb_cuda,baseline,file_io,100000,2500000,5000000,usec_per_iter,0.00248,0.0,nan
tb_cuda,baseline,file_io,100000,5000000,7500000,usec_per_iter,0.0,0.00237,nan
tb_cuda,baseline,file_io,100000,7500000,10000000,usec_per_iter,0.00237,0.0024999999999999996,0.18562427707783527
tb_cuda,baseline,memory,100000,1000000,2500000,usec_per_iter,0.0,0.00347,nan
tb_cuda,baseline,memory,100000,2500000,5000000,usec_per_iter,0.00347,0.0,nan
tb_cuda,baseline,memory,100000,5000000,7500000,usec_per_iter,0.0,0.0038800000000000006,nan
tb_cuda,baseline,memory,100000,7500000,10000000,usec_per_iter,0.0038800000000000006,0.004,0.10587801744168206
tb_cuda,baseline,other,100000,1000000,2500000,usec_per_iter,0.0,0.0007100000000000001,nan
tb_cuda,baseline,other,100000,2500000,5000000,usec_per_iter,0.0007100000000000001,0.0,nan
tb_cuda,baseline,other,100000,5000000,7500000,usec_per_iter,0.0,0.0031299999999999995,nan
tb_cuda,baseline,other,100000,7500000,10000000,usec_per_iter,0.0031299999999999995,0.00355,0.4376866374124426
tb_cuda,baseline,sync,100000,1000000,2500000,usec_per_iter,3e-05,0.0,nan
tb_cuda,baseline,sync,100000,2500000,5000000,usec_per_iter,0.0,0.0,nan
tb_cuda,baseline,sync,100000,5000000,7500000,usec_per_iter,0.0,8e-05,nan
tb_cuda,baseline,sync,100000,7500000,10000000,usec_per_iter,8e-05,7e-05,-0.4641630654510246
tb_cuda,kernels,file_io,100,1000000,2500000,usec_per_iter,2.3400000000000003,0.0,nan
tb_cuda,kernels,file_io,100,2500000,5000000,usec_per_iter,0.0,2.29,nan
tb_cuda,kernels,file_io,100,5000000,7500000,usec_per_iter,2.29,0.0,nan
tb_cuda,kernels,file_io,100,7500000,10000000,usec_per_iter,0.0,0.23,nan
tb_cuda,kernels,memory,100,1000000,2500000,usec_per_iter,3.69,0.09,-4.05283163686341
tb_cuda,kernels,memory,100,2500000,5000000,usec_per_iter,0.09,3.4,5.239465934695389
tb_cuda,kernels,memory,100,5000000,7500000,usec_per_iter,3.4,0.0,nan
tb_cuda,kernels,memory,100,7500000,10000000,usec_per_iter,0.0,1.4700000000000002,nan
tb_cuda,kernels,other,100,1000000,2500000,usec_per_iter,0.7500000000000001,0.04,-3.1989778467157866
tb_cuda,kernels,other,100,2500000,5000000,usec_per_iter,0.04,0.6600000000000001,4.0443941193584525
tb_cuda,kernels,other,100,5000000,7500000,usec_per_iter,0.6600000000000001,0.0,nan
tb_cuda,kernels,other,100,7500000,10000000,usec_per_iter,0.0,0.25999999999999995,nan
tb_cuda,kernels,sync,100,1000000,2500000,usec_per_iter,0.08,0.07,-0.14573037571972472
tb_cuda,kernels,sync,100,2500000,5000000,usec_per_iter,0.07,0.03,-1.222392421336448
tb_cuda,kernels,sync,100,5000000,7500000,usec_per_iter,0.03,0.0,nan
tb_cuda,kernels,sync,100,7500000,10000000,usec_per_iter,0.0,0.08,nan
tb_cuda,kernels,file_io,5000,1000000,2500000,usec_per_iter,0.027800000000000005,0.0474,0.5823328660250185
tb_cuda,kernels,file_io,5000,2500000,5000000,usec_per_iter,0.0474,0.0,nan
tb_cuda,kernels,file_io,5000,5000000,7500000,usec_per_iter,0.0,0.0514,nan
tb_cuda,kernels,file_io,5000,7500000,10000000,usec_per_iter,0.0514,0.047400000000000005,-0.2816162406980284
tb_cuda,kernels,memory,5000,1000000,2500000,usec_per_iter,0.05759999999999999,0.076,0.302535825084126
tb_cuda,kernels,memory,5000,2500000,5000000,usec_per_iter,0.076,0.0066,-3.525461488972494
tb_cuda,kernels,memory,5000,5000000,7500000,usec_per_iter,0.0066,0.0796,6.140958602913198
tb_cuda,kernels,memory,5000,7500000,10000000,usec_per_iter,0.0796,0.06740000000000002,-0.5783088028885106
tb_cuda,kernels,other,5000,1000000,2500000,usec_per_iter,0.008599999999999998,0.061,2.1380895743720294
tb_cuda,kernels,other,5000,2500000,5000000,usec_per_iter,0.061,0.0016,-5.2526654324502475
tb_cuda,kernels,other,5000,5000000,7500000,usec_per_iter,0.0016,0.0756,9.508716229440028
tb_cuda,kernels,other,5000,7500000,10000000,usec_per_iter,0.0756,0.017,-5.187125240066481
tb_cuda,kernels,sync,5000,1000000,2500000,usec_per_iter,0.0016,0.0016,0.0
tb_cuda,kernels,sync,5000,2500000,5000000,usec_per_iter,0.0016,0.0014,-0.19264507794239602
tb_cuda,kernels,sync,5000,5000000,7500000,usec_per_iter,0.0014,0.0012,-0.3801823553856501
tb_cuda,kernels,sync,5000,7500000,10000000,usec_per_iter,0.0012,0.0,nan
tb_cuda,kernels,file_io,100000,1000000,2500000,usec_per_iter,0.0,0.0,nan
tb_cuda,kernels,file_io,100000,2500000,5000000,usec_per_iter,0.0,0.00105,nan
tb_cuda,kernels,file_io,100000,5000000,7500000,usec_per_iter,0.00105,0.00142,0.744494905744665
tb_cuda,kernels,file_io,100000,7500000,10000000,usec_per_iter,0.00142,0.0025099999999999996,1.9800534551071074
tb_cuda,kernels,memory,100000,1000000,2500000,usec_per_iter,0.0,0.00017,nan
tb_cuda,kernels,memory,100000,2500000,5000000,usec_per_iter,0.00017,0.0024899999999999996,3.8725390908177393
tb_cuda,kernels,memory,100000,5000000,7500000,usec_per_iter,0.0024899999999999996,0.0030100000000000005,0.46775262406444856
tb_cuda,kernels,memory,100000,7500000,10000000,usec_per_iter,0.0030100000000000005,0.0031,0.10241177866672249
