backend,variant,key,bytes,vary_x1,vary_x2,metric,y1,y2,elasticity
tb_cpu,alloc,rseq,5000000,100,5000,usec_per_iter,0.03,0.0006,-1.0
tb_cpu,alloc,rseq,5000000,5000,10000,usec_per_iter,0.0006,0.0003,-0.9999999999999987
tb_cpu,alloc,rseq,5000000,10000,50000,usec_per_iter,0.0003,8e-05,-0.8212530783391997
tb_cpu,alloc,rseq,5000000,50000,100000,usec_per_iter,8e-05,0.0,nan
tb_cpu,alloc,set_robust_list,5000000,100,5000,usec_per_iter,0.03,0.0006,-1.0
tb_cpu,alloc,set_robust_list,5000000,5000,10000,usec_per_iter,0.0006,0.0004,-0.5849625007211552
tb_cpu,alloc,set_robust_list,5000000,10000,50000,usec_per_iter,0.0004,6e-05,-1.178746921660802
tb_cpu,alloc,set_robust_list,5000000,50000,100000,usec_per_iter,6e-05,0.0,nan
tb_cpu,alloc,set_tid_address,5000000,100,5000,usec_per_iter,0.03,0.0006,-1.0
tb_cpu,alloc,set_tid_address,5000000,5000,10000,usec_per_iter,0.0006,0.0003,-0.9999999999999987
tb_cpu,alloc,set_tid_address,5000000,10000,50000,usec_per_iter,0.0003,8e-05,-0.8212530783391997
tb_cpu,alloc,set_tid_address,5000000,50000,100000,usec_per_iter,8e-05,0.0,nan
tb_cpu,alloc,access,10000000,100,5000,usec_per_iter,0.07,0.0,nan
tb_cpu,alloc,access,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,access,10000000,10000,50000,usec_per_iter,0.0,0.00014,nan
tb_cpu,alloc,access,10000000,50000,100000,usec_per_iter,0.00014,0.0,nan
tb_cpu,alloc,arch_prctl,10000000,100,5000,usec_per_iter,0.04,0.0,nan
tb_cpu,alloc,arch_prctl,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,arch_prctl,10000000,10000,50000,usec_per_iter,0.0,8e-05,nan
tb_cpu,alloc,arch_prctl,10000000,50000,100000,usec_per_iter,8e-05,0.0,nan
tb_cpu,alloc,brk,10000000,100,5000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,brk,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,brk,10000000,10000,50000,usec_per_iter,0.0,0.00046,nan
tb_cpu,alloc,brk,10000000,50000,100000,usec_per_iter,0.00046,0.0,nan
tb_cpu,alloc,close,10000000,100,5000,usec_per_iter,0.15,0.0,nan
tb_cpu,alloc,close,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,close,10000000,10000,50000,usec_per_iter,0.0,0.00028,nan
tb_cpu,alloc,close,10000000,50000,100000,usec_per_iter,0.00028,0.0,nan
tb_cpu,alloc,execve,10000000,100,5000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,execve,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,execve,10000000,10000,50000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,execve,10000000,50000,100000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,fstat,10000000,100,5000,usec_per_iter,0.17,0.0,nan
tb_cpu,alloc,fstat,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,fstat,10000000,10000,50000,usec_per_iter,0.0,0.0003,nan
tb_cpu,alloc,fstat,10000000,50000,100000,usec_per_iter,0.0003,0.0,nan
tb_cpu,alloc,futex,10000000,100,5000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,futex,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,futex,10000000,10000,50000,usec_per_iter,0.0,8e-05,nan
tb_cpu,alloc,futex,10000000,50000,100000,usec_per_iter,8e-05,0.0,nan
tb_cpu,alloc,getrandom,10000000,100,5000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,getrandom,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,getrandom,10000000,10000,50000,usec_per_iter,0.0,6e-05,nan
tb_cpu,alloc,getrandom,10000000,50000,100000,usec_per_iter,6e-05,0.0,nan
tb_cpu,alloc,mmap,10000000,100,5000,usec_per_iter,2.19,0.0,nan
tb_cpu,alloc,mmap,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,mmap,10000000,10000,50000,usec_per_iter,0.0,0.0031,nan
tb_cpu,alloc,mmap,10000000,50000,100000,usec_per_iter,0.0031,0.0,nan
tb_cpu,alloc,mprotect,10000000,100,5000,usec_per_iter,0.2,0.0,nan
tb_cpu,alloc,mprotect,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,mprotect,10000000,10000,50000,usec_per_iter,0.0,0.00082,nan
tb_cpu,alloc,mprotect,10000000,50000,100000,usec_per_iter,0.00082,0.0,nan
tb_cpu,alloc,newfstatat,10000000,100,5000,usec_per_iter,0.53,0.0,nan
tb_cpu,alloc,newfstatat,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,newfstatat,10000000,10000,50000,usec_per_iter,0.0,0.00104,nan
tb_cpu,alloc,newfstatat,10000000,50000,100000,usec_per_iter,0.00104,0.0,nan
tb_cpu,alloc,openat,10000000,100,5000,usec_per_iter,1.19,0.0,nan
tb_cpu,alloc,openat,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,openat,10000000,10000,50000,usec_per_iter,0.0,0.00216,nan
tb_cpu,alloc,openat,10000000,50000,100000,usec_per_iter,0.00216,0.0,nan
tb_cpu,alloc,pread64,10000000,100,5000,usec_per_iter,0.1,0.0,nan
tb_cpu,alloc,pread64,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,pread64,10000000,10000,50000,usec_per_iter,0.0,0.00016,nan
tb_cpu,alloc,pread64,10000000,50000,100000,usec_per_iter,0.00016,0.0,nan
tb_cpu,alloc,prlimit64,10000000,100,5000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,prlimit64,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,prlimit64,10000000,10000,50000,usec_per_iter,0.0,6e-05,nan
tb_cpu,alloc,prlimit64,10000000,50000,100000,usec_per_iter,6e-05,0.0,nan
tb_cpu,alloc,read,10000000,100,5000,usec_per_iter,0.2,0.0,nan
tb_cpu,alloc,read,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,read,10000000,10000,50000,usec_per_iter,0.0,0.00032,nan
tb_cpu,alloc,read,10000000,50000,100000,usec_per_iter,0.00032,0.0,nan
tb_cpu,alloc,rseq,10000000,100,5000,usec_per_iter,0.04,0.0,nan
tb_cpu,alloc,rseq,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,rseq,10000000,10000,50000,usec_per_iter,0.0,6e-05,nan
tb_cpu,alloc,rseq,10000000,50000,100000,usec_per_iter,6e-05,0.0,nan
tb_cpu,alloc,set_robust_list,10000000,100,5000,usec_per_iter,0.03,0.0,nan
tb_cpu,alloc,set_robust_list,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,set_robust_list,10000000,10000,50000,usec_per_iter,0.0,8e-05,nan
tb_cpu,alloc,set_robust_list,10000000,50000,100000,usec_per_iter,8e-05,0.0,nan
tb_cpu,alloc,set_tid_address,10000000,100,5000,usec_per_iter,0.04,0.0,nan
tb_cpu,alloc,set_tid_address,10000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,alloc,set_tid_address,10000000,10000,50000,usec_per_iter,0.0,6e-05,nan
tb_cpu,alloc,set_tid_address,10000000,50000,100000,usec_per_iter,6e-05,0.0,nan
tb_cpu,baseline,access,1000000,100,5000,usec_per_iter,0.09,0.0018,-0.9999999999999999
tb_cpu,baseline,access,1000000,5000,10000,usec_per_iter,0.0018,0.0,nan
tb_cpu,baseline,access,1000000,10000,50000,usec_per_iter,0.0,0.0,nan
tb_cpu,baseline,access,1000000,50000,100000,usec_per_iter,0.0,0.0,nan
tb_cpu,baseline,arch_prctl,1000000,100,5000,usec_per_iter,0.03,0.0008,-0.9264620703782654
tb_cpu,baseline,arch_prctl,1000000,5000,10000,usec_per_iter,0.0008,0.0,nan
tb_cpu,baseline,arch_prctl,1000000,10000,50000,usec_per_iter,0.0,8e-05,nan
tb_cpu,baseline,arch_prctl,1000000,50000,100000,usec_per_iter,8e-05,0.0,nan
tb_cpu,baseline,brk,1000000,100,5000,usec_per_iter,0.09,0.0014,-1.0642415517322348
tb_cpu,baseline,brk,1000000,5000,10000,usec_per_iter,0.0014,0.0013,-0.10691520391651291
tb_cpu,baseline,brk,1000000,10000,50000,usec_per_iter,0.0013,0.00016,-1.3016629669469033
tb_cpu,baseline,brk,1000000,50000,100000,usec_per_iter,0.00016,0.00012,-0.41503749927884487
tb_cpu,baseline,close,1000000,100,5000,usec_per_iter,0.14,0.0034,-0.9503694088272088
tb_cpu,baseline,close,1000000,5000,10000,usec_per_iter,0.0034,0.0,nan
tb_cpu,baseline,close,1000000,10000,50000,usec_per_iter,0.0,0.00034,nan
tb_cpu,baseline,close,1000000,50000,100000,usec_per_iter,0.00034,0.0,nan
tb_cpu,baseline,execve,1000000,100,5000,usec_per_iter,0.0,0.0646,nan
tb_cpu,baseline,execve,1000000,5000,10000,usec_per_iter,0.0646,0.0,nan
tb_cpu,baseline,execve,1000000,10000,50000,usec_per_iter,0.0,0.0,nan
tb_cpu,baseline,execve,1000000,50000,100000,usec_per_iter,0.0,0.0,nan
tb_cpu,baseline,fstat,1000000,100,5000,usec_per_iter,0.15,0.0038,-0.9395737760907263
tb_cpu,baseline,fstat,1000000,5000,10000,usec_per_iter,0.0038,0.0,nan
tb_cpu,baseline,fstat,1000000,10000,50000,usec_per_iter,0.0,0.00036,nan
tb_cpu,baseline,fstat,1000000,50000,100000,usec_per_iter,0.00036,0.0,nan
tb_cpu,baseline,futex,1000000,100,5000,usec_per_iter,0.04,0.0,nan
tb_cpu,baseline,futex,1000000,5000,10000,usec_per_iter,0.0,0.0,nan
