variant,key,iterations,vary_x1,vary_x2,metric,y1,y2,elasticity
baseline,set_robust_list,100000,1000000,5000000,usec_per_iter,0.00012,0.00012,0.0
baseline,set_robust_list,100000,5000000,10000000,usec_per_iter,0.00012,0.00014,0.22239242133644882
baseline,set_tid_address,100000,1000000,5000000,usec_per_iter,0.00011,0.00013,0.1037965387621038
baseline,set_tid_address,100000,5000000,10000000,usec_per_iter,0.00013,0.00011,-0.24100809950379407
baseline,write,100000,1000000,5000000,usec_per_iter,0.00019,0.00028,0.24093227083380334
baseline,write,100000,5000000,10000000,usec_per_iter,0.00028,0.00011,-1.3479233034203069
kernels,brk,100,1000000,2500000,usec_per_iter,0.52,0.19,-1.098783065671412
kernels,brk,100,2500000,5000000,usec_per_iter,0.19,1.12,2.5594274086140185
kernels,brk,100,5000000,7500000,usec_per_iter,1.12,0.0,nan
kernels,brk,100,7500000,10000000,usec_per_iter,0.0,0.4,nan
kernels,clone3,100,1000000,2500000,usec_per_iter,1.85,1.32,-0.36839170227284784
kernels,clone3,100,2500000,5000000,usec_per_iter,1.32,0.77,-0.7776075786635521
kernels,clone3,100,5000000,7500000,usec_per_iter,0.77,0.59,-0.6566976359330372
kernels,clone3,100,7500000,10000000,usec_per_iter,0.59,1.4,3.003680317439375
kernels,close,100,1000000,2500000,usec_per_iter,4.26,3.16,-0.32598510744675047
kernels,close,100,2500000,5000000,usec_per_iter,3.16,6.36,1.0091022071072524
kernels,close,100,5000000,7500000,usec_per_iter,6.36,2.45,-2.352706394999881
kernels,close,100,7500000,10000000,usec_per_iter,2.45,4.85,2.3737686348432963
kernels,execve,100,1000000,2500000,usec_per_iter,0.0,6.5,nan
kernels,execve,100,2500000,5000000,usec_per_iter,6.5,3.36,-0.9519784851370564
kernels,execve,100,5000000,7500000,usec_per_iter,3.36,0.0,nan
kernels,execve,100,7500000,10000000,usec_per_iter,0.0,2.7,nan
kernels,faccessat,100,1000000,2500000,usec_per_iter,0.0,0.19,nan
kernels,faccessat,100,2500000,5000000,usec_per_iter,0.19,0.14,-0.44057259138598137
kernels,faccessat,100,5000000,7500000,usec_per_iter,0.14,0.0,nan
kernels,faccessat,100,7500000,10000000,usec_per_iter,0.0,0.16,nan
kernels,fstat,100,1000000,2500000,usec_per_iter,3.74,4.94,0.3037024277264105
kernels,fstat,100,2500000,5000000,usec_per_iter,4.94,7.47,0.5965972012045593
kernels,fstat,100,5000000,7500000,usec_per_iter,7.47,1.64,-3.7394062448010965
kernels,fstat,100,7500000,10000000,usec_per_iter,1.64,4.36,3.398806909279065
kernels,futex,100,1000000,2500000,usec_per_iter,45.09,18.63,-0.964636307093947
kernels,futex,100,2500000,5000000,usec_per_iter,18.63,66.19,1.828985596526848
kernels,futex,100,5000000,7500000,usec_per_iter,66.19,70.14,0.14295644538108643
kernels,futex,100,7500000,10000000,usec_per_iter,70.14,66.63000000000001,-0.17845504831098444
kernels,getrandom,100,1000000,2500000,usec_per_iter,0.24999999999999997,0.0,nan
kernels,getrandom,100,2500000,5000000,usec_per_iter,0.0,0.32,nan
kernels,getrandom,100,5000000,7500000,usec_per_iter,0.32,0.09,-3.1285338740543702
kernels,getrandom,100,7500000,10000000,usec_per_iter,0.09,0.18,2.4094208396532037
kernels,ioctl,100,1000000,2500000,usec_per_iter,0.66,0.67,0.016411687733414566
kernels,ioctl,100,2500000,5000000,usec_per_iter,0.67,1.29,0.9451380649654815
kernels,ioctl,100,5000000,7500000,usec_per_iter,1.29,0.34,-3.2886969879287196
kernels,ioctl,100,7500000,10000000,usec_per_iter,0.34,1.46,5.065474134946047
kernels,lseek,100,1000000,2500000,usec_per_iter,0.66,0.34,-0.7238905669749385
